id,SuraID1,VerseID1,Text1,SuraID2,VerseID2,Text2,is_similar
103,23,100,"that I have left behind. I am likely to do good."" Nay, it is merely a word that he is uttering. There is a barrier behind all of them (who are dead) until the Day when they will be raised up.",14,44,"(O Muhammad), warn mankind of the Day when a severe chastisement shall overtake them, and the wrong-doers will say: ""Our Lord, grant us respite for a short while; we shall respond to Your call and will follow Your Messengers."" (But they will be clearly told): ""Are you not the same who swore earlier that they shall never suffer decline?""",1
104,26,203,"they say: ""Can we be granted some respite?""",14,44,"(O Muhammad), warn mankind of the Day when a severe chastisement shall overtake them, and the wrong-doers will say: ""Our Lord, grant us respite for a short while; we shall respond to Your call and will follow Your Messengers."" (But they will be clearly told): ""Are you not the same who swore earlier that they shall never suffer decline?""",1
105,4,41,"Consider, then, when We shall bring forward witnesses from every community, and will bring you (O Muhammad!) as a witness against them all.",16,89,"(O Muhammad), warn them of the coming of a Day when We shall bring forth a witness against them from each community and We shall bring you forth as a witness against them all; (and it is for that purpose that) We sent down the Book to you which makes everything clear, and serves as a guidance and mercy and glad tidings to those who have submitted to Allah.",1
106,21,8,We did not endow the Messengers with bodies that would need no food; nor were they immortals.,21,34,"(O Muhammad), We did not grant everlasting life to any human being even before you. If you were to die, will they live for ever?",1
107,12,102,"(O Muhammad), this is part of news from the Unseen that We reveal to you for you were not present with them when Joseph's brothers jointly resolved on a plot.",28,44,"(O Muhammad), you were then not on the western side when We bestowed this commandment (of Law), and you were not among its witnesses.",1
108,28,30,"But when he came to the fire, a cry was heard from the right bank of the valley, from a tree in the hallowed ground: ""O Moses, verily I am Allah, the Lord of all creatures of the Universe.""",28,44,"(O Muhammad), you were then not on the western side when We bestowed this commandment (of Law), and you were not among its witnesses.",1
109,6,33,"(O Muhammad!) We know indeed that the things they say grieve you, though in truth it is not you whom they give the lie to, but it is the signs of Allah that these wrong-doers reject.",26,3,"(O Muhammad), you will perhaps grieve yourself to death because these people do not believe.",1
110,18,6,"(O Muhammad), if they do not believe in this Message, you will perhaps torment yourself to death with grief, sorrowing over them.",26,3,"(O Muhammad), you will perhaps grieve yourself to death because these people do not believe.",1
111,10,99,"Had your Lord so willed, all those who are on the earth would have believed. Will you, then, force people into believing?",26,3,"(O Muhammad), you will perhaps grieve yourself to death because these people do not believe.",1
112,7,199,"[O Prophet!] Show forgiveness, enjoin equity, and avoid the ignorant.",23,96,(O Muhammad)! Repel evil in the best manner. We are well aware of all that they say about you.,1
113,7,184,Have they not pondered that their companion [i.e. the Prophet Muhammad] is not afflicted with insanity? He is only a plain warner.,81,22,"(O people of Makkah), your companion is not mad;",1
114,6,79,"Behold, I have turned my face in exclusive devotion to the One Who originated the heavens and the earth, and I am certainly not one of those who associate others with Allah in His divinity.'",30,30,"(O Prophet and his followers), turn your face singlemindedly to the true Faith and adhere to the true nature on which Allah has created human beings. The mould fashioned by Allah cannot be altered. That is the True, Straight Faith, although most people do not know.",1
115,11,17,"Can it happen that he who takes his stand on a clear evidence from his Lord, subsequently followed by a witness from Him (in his support), and prior to that the Book of Moses was revealed as a guide and a mercy, (would even he deny the truth in the manner of those who adore the life of this world)? Rather, such men are bound to believe in it. The Fire shall be the promised resort of the groups that disbelieve. So be in no doubt about it for this indeed is the truth from your Lord although most people do not believe.",30,30,"(O Prophet and his followers), turn your face singlemindedly to the true Faith and adhere to the true nature on which Allah has created human beings. The mould fashioned by Allah cannot be altered. That is the True, Straight Faith, although most people do not know.",1
116,2,138,"Say, ""Take Allah's colour, and who can give a better colour than Allah? Therefore, we worship and submit to Him alone. """,30,30,"(O Prophet and his followers), turn your face singlemindedly to the true Faith and adhere to the true nature on which Allah has created human beings. The mould fashioned by Allah cannot be altered. That is the True, Straight Faith, although most people do not know.",1
117,35,10,"He who seeks glory, let him know that all glory belongs to Allah alone. To Him do good words go up, and righteous action uplifts them. But those who contrive evil deeds, a severe punishment lies in store for them, and their contriving will come to naught.",10,65,"(O Prophet!) Let not the utterances of the opponents distress you. Indeed all honour is Allah's. He is All-Hearing, All-Knowing.",1
118,27,91,"(Tell them, O Muhammad): ""I have been commanded only to serve the Lord of this city that He has made inviolable, to serve Him to Whom all things belong. I have been commanded to be of those that submit to Allah,",10,104,"(O Prophet!) Tell them: 'Men! If you are still in doubt concerning my religion, know that I do not serve those whom you serve beside Allah. I only serve Allah Who will cause (all of) you to die. I have been commanded to be one of those who believe,",1
